YrType,Pollock|Shumagin (610),Pollock|Chirikof (620),Pollock|610/620,Pollock|Kodiak (630),Pollock|610/620/630 (subtotal),Pollock|Shelikof,Pollock|WYK (640),Pollock|W/C/WYK (subtotal),Pollock|SEO (650),Pollock|WYK/SEO (subtotal),Pollock|E,Pollock|Total,Pacific cod|W,Pacific cod|C ,Pacific cod|E,Pacific cod|Total,Sablefish|W,Sablefish|C,Sablefish|E,Sablefish|WYK  ,Sablefish|SEO  ,Sablefish|EYK,Sablefish|SEO/EYK,Sablefish|E (WYK and SEO subtotal),Sablefish|Total,Shallow-water Flatfish|W,Shallow-water Flatfish|C,Shallow-water Flatfish|E,Shallow-water Flatfish|WYK,Shallow-water Flatfish|SEO,Shallow-water Flatfish|Total,Deep-water Flatfish|W,Deep-water Flatfish|C,Deep-water Flatfish|E,Deep-water Flatfish|WYK,Deep-water Flatfish|SEO,Deep-water Flatfish|Total,Other Flounder|W,Other Flounder|C,Other Flounder|E,Other Flounder|Total,Rex Sole|W,Rex Sole|C,Rex Sole|E,Rex Sole|WYK,Rex Sole|SEO,Rex Sole|Total,Arrowtooth Flounder|W,Arrowtooth Flounder|C,Arrowtooth Flounder|E,Arrowtooth Flounder|WYK,Arrowtooth Flounder|SEO,Arrowtooth Flounder|Total,Flathead Sole|W,Flathead Sole|C,Flathead Sole|E,Flathead Sole|WYK,Flathead Sole|SEO,Flathead Sole|Total,Pacific Ocean Perch|W,Pacific Ocean Perch|C,Pacific Ocean Perch|E,Pacific Ocean Perch|WYK,Pacific Ocean Perch|W/C/WYK  ,Pacific Ocean Perch|SEO,Pacific Ocean Perch|E (WYK and SEO subtotal),Pacific Ocean Perch|Total,Northern Rockfish|W,Northern Rockfish|C,Northern Rockfish|E,Northern Rockfish|Total,Shortraker Rockfish|W,Shortraker Rockfish|C,Shortraker Rockfish|E,Shortraker Rockfish|Total,Shortraker/Rougheye Rockfish|W,Shortraker/Rougheye Rockfish|C,Shortraker/Rougheye Rockfish|E,Shortraker/Rougheye Rockfish|Total,Dusky Rockfish (pelagic shelf rockfish)|W,Dusky Rockfish (pelagic shelf rockfish)|C,Dusky Rockfish (pelagic shelf rockfish)|WYK,Dusky Rockfish (pelagic shelf rockfish)|SEO,Dusky Rockfish (pelagic shelf rockfish)|Total,Pelagic Shelf Rockfish|W,Pelagic Shelf Rockfish|C,Pelagic Shelf Rockfish|E,Pelagic Shelf Rockfish|WYK,Pelagic Shelf Rockfish|SEO,Pelagic Shelf Rockfish|Total,Rougheye and Blackspotted Rockfish|W,Rougheye and Blackspotted Rockfish|C,Rougheye and Blackspotted Rockfish|E,Rougheye and Blackspotted Rockfish|Total,Demersal Shelf Rockfish|SEO,Thornyhead Rockfish|W,Thornyhead Rockfish|C,Thornyhead Rockfish|E,Thornyhead Rockfish|Total (GW),Other Rockfish|W,Other Rockfish|C,Other Rockfish|W and C,Other Rockfish|E,Other Rockfish|WYK,Other Rockfish|SEO,Other Rockfish|GW,Other Rockfish|Total,Atka Mackerel|W,Atka Mackerel|C,Atka Mackerel|E,Atka Mackerel|Total (GW),Big Skates|W,Big Skates|C,Big Skates|E,Big Skates|Total,Longnose Skates|W,Longnose Skates|C,Longnose Skates|E,Longnose Skates|Total,Other Skates|GW,Other Species|W,Other Species|C,Other Species|E,Other Species|Total (GW),Sculpins|GW,Sharks|GW,Squids|GW,Octopus|GW,Total|Total
2010|OFL,n/a,n/a,,n/a,,,n/a,103210,12326,,,115536,n/a,n/a,n/a,94100,n/a,n/a,,n/a,n/a,,,n/a,12270,n/a,n/a,,n/a,n/a,67768,n/a,n/a,,n/a,n/a,7680,,,,,n/a,n/a,,n/a,n/a,12714,n/a,n/a,,n/a,n/a,254271,n/a,n/a,,n/a,n/a,59295,3332,12361,,n/a,,n/a,4550,20243,n/a,n/a,n/a,6070,n/a,n/a,n/a,1219,,,,,,,,,,n/a,n/a,,n/a,n/a,6142,n/a,n/a,n/a,1568,472,n/a,n/a,n/a,2360,n/a,n/a,,,n/a,n/a,,4881,,,,6200,n/a,n/a,n/a,4438,n/a,n/a,n/a,3803,2791,,,,9432,,,,,693253
2010|ABC,26256,28095,,19118,,,2031,75500,9245,,,84745,27685,49042,2373,79100,1660,4510,,1620,2580,,,4200,10370,23681,29999,,1228,1334,56242,521,2865,,2044,760,6190,,,,,1543,6403,,883,900,9729,34773,146407,,22835,11867,215882,16857,27124,,1990,1451,47422,2895,10737,,2004,,1948,3952,17584,2703,2395,0,5098,134,325,455,914,,,,,,,,,,650,3249,,434,726,5059,80,862,360,1302,295,425,637,708,1770,212,507,,,273,2757,,3749,,,,4700,598,2049,681,3328,81,2009,762,2852,2093,,,,7075,,,,,565499
2010|TAC,26256,28095,,19118,,,2031,75500,9245,,,84745,20764,36782,2017,59563,1660,4510,,1620,2580,,,4200,10370,4500,13000,,1228,1334,20062,521,2865,,2044,760,6190,,,,,1543,6403,,883,900,9729,8000,30000,,2500,2500,43000,2000,5000,,1990,1451,10441,2895,10737,,2004,,1948,3952,17584,2703,2395,0,5098,134,325,455,914,,,,,,,,,,650,3249,,434,726,5059,80,862,360,1302,295,425,637,708,1770,212,507,,,273,200,,1192,,,,2000,598,2049,681,3328,81,2009,762,2852,2093,,,,4500,,,,,292087
2009|OFL,n/a,n/a,,n/a,,,n/a,58590,11040,,,69630,n/a,n/a,n/a,66600,n/a,n/a,,n/a,n/a,,,n/a,13190,n/a,n/a,,n/a,n/a,74364,n/a,n/a,,n/a,n/a,11578,,,,,n/a,n/a,,n/a,n/a,11756,n/a,n/a,,n/a,n/a,261022,n/a,n/a,,n/a,n/a,57911,4409,9790,,n/a,,n/a,3741,17940,n/a,n/a,n/a,5204,n/a,n/a,n/a,1197,,,,,,,,,,n/a,n/a,,n/a,n/a,5803,n/a,n/a,n/a,1545,580,n/a,n/a,n/a,2540,n/a,n/a,,,n/a,n/a,,5624,,,,6200,n/a,n/a,n/a,4439,n/a,n/a,n/a,3849,2806,,,,8720,,,,,632498
2009|ABC,15249,14098,,11058,,,1215,41620,8280,,,49900,21567,31521,2212,55300,1640,4990,,1784,2746,,,4530,11160,26360,29873,,3333,1423,60989,706,6927,,997,538,9168,,,,,1007,6630,,513,846,8996,30148,164251,,14908,12205,221512,13010,29273,,3531,650,46464,3713,8246,,1108,,2044,3152,15111,2054,2308,0,4362,120,315,463,898,,,,,,,,,,819,3404,,234,324,4781,125,833,326,1284,362,267,860,783,1910,357,569,,,604,2767,,4297,,,,4700,632,2065,633,3330,78,2041,768,2887,2104,,,,6540,,,,,516055
2009|TAC,15249,14098,,11058,,,1215,41620,8280,,,49900,16175,23641,1991,41807,1640,4990,,1784,2746,,,4530,11160,4500,13000,,3333,1423,22256,706,6927,,997,538,9168,,,,,1007,6630,,513,846,8996,8000,30000,,2500,2500,43000,2000,5000,,3531,650,11181,3713,8246,,1108,,2044,3152,15111,2054,2308,0,4362,120,315,463,898,,,,,,,,,,819,3404,,234,324,4781,125,833,326,1284,362,267,860,783,1910,357,569,,,604,200,,1730,,,,2000,632,2065,633,3330,78,2041,768,2887,2104,,,,4500,,,,,242727
2008|OFL,n/a,n/a,,n/a,,,n/a,72110,11040,,,83150,n/a,n/a,n/a,88660,n/a,n/a,,n/a,n/a,,,n/a,15040,n/a,n/a,,n/a,n/a,74364,n/a,n/a,,n/a,n/a,11343,,,,,n/a,n/a,,n/a,n/a,11933,n/a,n/a,,n/a,n/a,266914,n/a,n/a,,n/a,n/a,55787,4376,9717,,n/a,,n/a,3714,17807,n/a,n/a,n/a,5430,n/a,n/a,n/a,1197,,,,,,,,,,n/a,n/a,,n/a,n/a,6400,n/a,n/a,n/a,1548,611,n/a,n/a,n/a,2540,n/a,n/a,,,n/a,n/a,,5624,,,,6200,n/a,n/a,n/a,4439,n/a,n/a,n/a,3849,2806,,,,n/a,,,,,665642
2008|ABC,17602,19181,,13640,,,1517,51940.3,8240,,,60180,25932,37901,2660,66493,1890,5500,,1950,3390,,,5340,12730,26360,29873,,3333,1423,60989,690,6721,,965,527,8903,,,,,1022,6731,,520,859,9132,30817,167936,,15245,12472,226470,12507,28174,,3420,634,44735,3686,8185,,1100,,2028,3128,14999,2141,2408,0,4549,120,315,463,898,,,,,,,,,,1003,3626,,251,347,5227,125,834,327,1286,382,267,860,783,1910,357,569,,,604,2767,,4297,,,,4700,632,2065,633,3330,78,2041,768,2887,2104,,,,n/a,,,,,536201
2008|TAC,17602,19181,,13640,,,1517,51940,8240,,,60180,19449,28426,2394,50269,1890,5500,,1950,3390,,,5340,12730,4500,13000,,3333,1423,22256,690,6721,,965,527,8903,,,,,1022,6731,,520,859,9132,8000,30000,,2500,2500,43000,2000,5000,,3420,634,11054,3686,8185,,1100,,2028,3128,14999,2141,2408,0,4549,120,315,463,898,,,,,,,,,,1003,3626,,251,347,5227,125,834,327,1286,382,267,860,783,1910,357,569,,,604,200,,1730,,,,1500,632,2065,633,3330,78,2041,768,2887,2104,,,,4500,,,,,262826
2007|OFL,n/a,n/a,,n/a,,,n/a,87220,8209,,,95429,n/a,n/a,n/a,97600,n/a,n/a,,n/a,n/a,,,n/a,16906,n/a,n/a,,n/a,n/a,62418,n/a,n/a,,n/a,n/a,10431,,,,,n/a,n/a,,n/a,n/a,11900,n/a,n/a,,n/a,n/a,214828,n/a,n/a,,n/a,n/a,48658,4976,8922,,n/a,,n/a,3260,17158,n/a,n/a,n/a,5890,n/a,n/a,n/a,1124,,,,,,,,,,n/a,n/a,,n/a,n/a,6458,n/a,n/a,n/a,1148,650,n/a,n/a,n/a,2945,n/a,n/a,,,n/a,n/a,,5394,,,,6200,n/a,n/a,n/a,4726,n/a,n/a,n/a,3860,2156,,,,n/a,,,,,615879
2007|ABC,25012,20890,,14850,,,1398,62150,6157,,,68307,26855,37873,4131,68859,2470,6190,,2280,3370,,,5650,14310,24720,24258,,628,1844,51450,420,4163,,2677,1447,8707,,,,,1147,5446,,1037,1470,9100,20852,139582,,16507,7067,184008,10908,26054,,2091,57,39110,4244,7612,,1140,,1640,2780,14636,1439,3499,0,4938,153,353,337,843,,,,,,,,,,1466,3325,,307,444,5542,136,611,241,988,410,513,989,707,2209,577,386,,,319,2872,,4154,,,,4700,695,2250,599,3544,65,1969,861,2895,1617,,,,n/a,,,,,490327
2007|TAC,25012,20890,,14850,,,1398,62150,6157,,,68307,20141,28405,3718,52264,2470,6190,,2280,3370,,,5650,14310,4500,13000,,628,1844,19972,420,4163,,2677,1447,8707,,,,,1147,5446,,1037,1470,9100,8000,30000,,2500,2500,43000,2000,5000,,2091,57,9148,4244,7612,,1140,,1640,2780,14636,1439,3499,0,4938,153,353,337,843,,,,,,,,,,1466,3325,,307,444,5542,136,611,241,988,410,513,989,707,2209,577,386,,,319,200,,1482,,,,1500,695,2250,599,3544,65,1969,861,2895,1617,,,,4500,,,,,269912
2006|OFL,n/a,n/a,,n/a,,,n/a,110100,8209,,,118309,n/a,n/a,n/a,95500,n/a,n/a,,n/a,n/a,,,n/a,17880,n/a,n/a,,n/a,n/a,62418,n/a,n/a,,n/a,n/a,11008,,,,,n/a,n/a,,n/a,n/a,12000,n/a,n/a,,n/a,n/a,207678,n/a,n/a,,n/a,n/a,47003,4931,8806,,n/a,,n/a,3190,16927,n/a,n/a,n/a,7673,n/a,n/a,n/a,1124,,,,,,,,,,n/a,n/a,,n/a,n/a,6662,n/a,n/a,n/a,1180,650,n/a,n/a,n/a,2945,n/a,n/a,,,n/a,n/a,,5394,,,,6200,n/a,n/a,n/a,4726,n/a,n/a,n/a,3860,2156,,,,n/a,,,,,631293
2006|ABC,28918,30492,,18448,,,1792,79650,6157,,,85807,26855,37873,4131,68859,2670,6370,,2280,3520,,,5800,14840,24720,24258,,628,1844,51450,420,4139,,2661,1445,8665,,,,,1159,5506,,1049,1486,9200,20154,134906,,15954,6830,177844,10548,25195,,2022,55,37820,4155,7418,,1101,,1587,2688,14261,1483,3608,0,5091,153,353,337,843,,,,,,,,,,1438,3262,,301,435,5436,136,608,239,983,410,513,989,707,2209,577,386,,,317,2872,,4152,,,,4700,695,2250,599,3544,65,1969,861,2895,1617,,,,n/a,,,,,500626
2006|TAC,28918,30492,,18448,,,1792,79650,6157,,,85807,20141,28405,3718,52264,2670,6370,,2280,3520,,,5800,14840,4500,13000,,628,1844,19972,420,4139,,2661,1445,8665,,,,,1159,5506,,1049,1486,9200,8000,25000,,2500,2500,38000,2000,5000,,2022,55,9077,4155,7418,,1101,,1587,2688,14261,1483,3608,0,5091,153,353,337,843,,,,,,,,,,1438,3262,,301,435,5436,136,608,239,983,410,513,989,707,2209,577,386,,,317,200,,1480,,,,1500,695,2250,599,3544,65,1969,861,2895,1617,,,,13856,,,,,291950
2005|OFL,n/a,n/a,,n/a,,,n/a,144340,8690,,,153030,n/a,n/a,n/a,86200,n/a,n/a,,n/a,n/a,,,n/a,19280,n/a,n/a,,n/a,n/a,63840,n/a,n/a,,n/a,n/a,8490,,,,,n/a,n/a,,n/a,n/a,16480,n/a,n/a,,n/a,n/a,253900,n/a,n/a,,n/a,n/a,56500,3076,10226,,n/a,,n/a,2964,16266,n/a,n/a,n/a,6050,n/a,n/a,n/a,982,,,,,,,,,,n/a,n/a,,n/a,n/a,5680,n/a,n/a,n/a,1531,640,n/a,n/a,n/a,2590,n/a,n/a,,,n/a,n/a,,5150,,,,6200,n/a,n/a,n/a,5332,n/a,n/a,n/a,3757,1769,,,,n/a,,,,,713667
2005|ABC,30380,34404,,18718,,,1688,85190,6520,,,91710,20916,33117,4067,58100,2540,7250,,2580,3570,,,6150,15940,21580,27250,,2030,1210,52070,330,3340,,2120,1030,6820,,,,,1680,7340,,1340,2290,12650,26250,168950,,11790,9910,216900,11690,30020,,3000,390,45100,2567,8535,,841,,1632,2473,13575,808,4283,0,5091,155,324,274,753,,,,,,,,,,377,3067,,211,898,4553,188,557,262,1007,410,410,1010,520,1940,40,300,,,130,3430,,3900,,,,600,727,2463,809,3999,66,1972,780,2818,1327,,,,n/a,,,,,539263
2005|TAC,30380,34404,,18718,,,1688,85190,6520,,,91710,15687,25086,3660,44433,2540,7250,,2580,3570,,,6150,15940,4500,13000,,2030,1210,20740,330,3340,,2120,1030,6820,,,,,1680,7340,,1340,2290,12650,8000,25000,,2500,2500,38000,2000,5000,,3000,390,10390,2567,8535,,841,,1632,2473,13575,808,4283,0,5091,155,324,274,753,,,,,,,,,,377,3067,,211,898,4553,188,557,262,1007,410,410,1010,520,1940,40,300,,,130,200,,670,,,,600,727,2463,809,3999,66,1972,780,2818,1327,,,,13871,,,,,291298
2004|OFL,n/a,n/a,,n/a,,,n/a,91060,8690,,,99750,n/a,n/a,n/a,102000,n/a,n/a,,n/a,n/a,,,n/a,22160,n/a,n/a,,n/a,n/a,63840,n/a,n/a,,n/a,n/a,8010,,,,,n/a,n/a,,n/a,n/a,16480,n/a,n/a,,n/a,n/a,228130,n/a,n/a,,n/a,n/a,64750,2990,9960,,n/a,,n/a,2890,15840,n/a,n/a,n/a,5790,,,,,n/a,n/a,n/a,2510,,,,,,n/a,n/a,,n/a,n/a,5570,,,,,690,n/a,n/a,n/a,2590,n/a,n/a,,,n/a,n/a,,5150,,,,6200,,,,,,,,,,,,,n/a,,,,,649460
2004|ABC,22930,26490,,14040,,,1280,64740,6520,,,71260,22610,35800,4400,62810,2930,7300,,2550,3770,,,6320,16550,21580,27250,,2030,1210,52070,310,2970,,1880,910,6070,,,,,1680,7340,,1340,2290,12650,23590,151840,,10590,8910,194930,13410,34430,,3430,450,51720,2520,8390,,830,,1600,2430,13340,770,4100,0,4870,,,,,254,656,408,1318,,,,,,370,3010,,210,880,4470,,,,,450,410,1010,520,1940,40,300,,,130,3430,,3900,,,,600,,,,,,,,,,,,,n/a,,,,,498948
2004|TAC,22930,26490,,14040,,,1280,64740,6520,,,71260,16957,27116,3960,48033,2930,7300,,2550,3770,,,6320,16550,4500,13000,,2030,1210,20740,310,2970,,1880,910,6070,,,,,1680,7340,,1340,2290,12650,8000,25000,,2500,2500,38000,2000,5000,,3430,450,10880,2520,8390,,830,,1600,2430,13340,770,4100,0,4870,,,,,254,656,408,1318,,,,,,370,3010,,210,880,4470,,,,,450,410,1010,520,1940,40,300,,,130,200,,670,,,,600,,,,,,,,,,,,,12592,,,,,264433
2003|OFL,n/a,n/a,,n/a,,,n/a,69410,8610,,,78020,n/a,n/a,n/a,70100,n/a,n/a,,n/a,n/a,,,n/a,20020,n/a,n/a,,n/a,n/a,61810,n/a,n/a,,n/a,n/a,6430,,,,,n/a,n/a,,n/a,n/a,12320,n/a,n/a,,n/a,n/a,181390,n/a,n/a,,n/a,n/a,51560,3220,10120,,n/a,,n/a,2900,16240,n/a,n/a,n/a,6560,,,,,n/a,n/a,n/a,2340,,,,,,n/a,n/a,,n/a,n/a,8220,,,,,540,n/a,n/a,n/a,3050,n/a,n/a,,,n/a,n/a,,6610,,,,6200,,,,,,,,,,,,,n/a,,,,,531410
2003|ABC,16788,19685,,10339,,,1078,47890,6460,,,54350,20600,29000,3200,52800,2570,6440,,2320,3560,,,5880,14890,23480,21740,,1160,2960,49340,180,2220,,1330,1150,4880,,,,,1280,5540,,1600,1050,9470,17990,113050,,18190,5910,155140,16420,20820,,2900,1250,41390,2700,8510,,810,,1640,2450,13660,890,4640,0,5530,,,,,220,840,560,1620,,,,,,510,3480,,640,860,5490,,,,,390,360,840,800,2000,90,550,,,270,4140,,5050,,,,600,,,,,,,,,,,,,n/a,,,,,416600
2003|TAC,16788,19685,,10339,,,1078,47890,6460,,,54350,15450,22690,2400,40540,2570,6440,,2320,3560,,,5880,14890,4500,13000,,1160,2960,21620,180,2220,,1330,1150,4880,,,,,1280,5540,,1600,1050,9470,8000,25000,,2500,2500,38000,2000,5000,,2900,1250,11150,2700,8510,,810,,1640,2450,13660,890,4640,0,5530,,,,,220,840,560,1620,,,,,,510,3480,,640,860,5490,,,,,390,360,840,800,2000,90,550,,,150,200,,990,,,,600,,,,,,,,,,,,,11260,,,,,236440
2002|OFL,n/a,n/a,,n/a,,,n/a,75480,8610,,,84090,n/a,n/a,n/a,77100,n/a,n/a,,n/a,n/a,,,n/a,19350,n/a,n/a,,n/a,n/a,61810,n/a,n/a,,n/a,n/a,6430,,,,,n/a,n/a,,n/a,n/a,12320,n/a,n/a,,n/a,n/a,171060,n/a,n/a,,n/a,n/a,29530,3110,9760,,n/a,,n/a,2800,15670,n/a,n/a,n/a,5910,,,,,n/a,n/a,n/a,2340,,,,,,n/a,n/a,,n/a,n/a,8220,,,,,480,n/a,n/a,n/a,2330,n/a,n/a,,,n/a,n/a,,6610,,,,6200,,,,,,,,,,,,,n/a,,,,,509450
2002|ABC,17730,23045,,9850,,,1165,51790,6460,,,58250,22465,31680,3455,57600,2240,5430,,1940,3210,,,5150,12820,23550,23080,,1180,1740,49550,180,2220,,1330,1150,4880,,,,,1280,5540,,1600,1050,9470,16960,106580,,17150,5570,146260,9000,11410,,1590,690,22690,2610,8220,,780,,1580,2360,13190,810,4170,0,4980,,,,,220,840,560,1620,,,,,,510,3480,,640,860,5490,,,,,350,360,840,790,1990,90,550,,,260,4140,,5040,,,,600,,,,,,,,,,,,,n/a,,,,,394780
2002|TAC,17730,23045,,9850,,,1165,51790,6460,,,58250,16849,24790,2591,44230,2240,5430,,1940,3210,,,5150,12820,4500,13000,,1180,1740,20420,180,2220,,1330,1150,4880,,,,,1280,5540,,1600,1050,9470,8000,25000,,2500,2500,38000,2000,5000,,1590,690,9280,2610,8220,,780,,1580,2360,13190,600,4170,0,4770,,,,,220,840,560,1620,,,,,,510,3480,,640,860,5490,,,,,350,360,840,790,1990,90,550,,,150,200,,990,,,,600,,,,,,,,,,,,,11330,,,,,237680
2001|OFL,n/a,n/a,,n/a,,n/a,n/a,117750,8610,,,126360,n/a,n/a,n/a,91200,n/a,n/a,,n/a,n/a,,,n/a,15720,n/a,n/a,,n/a,n/a,45330,n/a,n/a,,n/a,n/a,6980,,,,,n/a,n/a,,n/a,n/a,12300,n/a,n/a,,n/a,n/a,173550,n/a,n/a,,n/a,n/a,34210,1520,11350,,n/a,,n/a,3090,15960,n/a,n/a,n/a,5780,,,,,n/a,n/a,n/a,2510,,,,,,n/a,n/a,,n/a,n/a,9040,,,,,410,n/a,n/a,n/a,2770,n/a,n/a,,,n/a,n/a,,6390,,,,6200,,,,,,,,,,,,,n/a,,,,,554710
2001|ABC,35240,14260,,26650,,20680,2520,99350,6460,,,105810,24400,38650,4750,67800,2010,5410,,2060,3360,,,5420,12840,19510,16400,,790,1160,37860,280,2710,,1240,1070,5300,,,,,1230,5660,,1540,1010,9440,16480,99590,,24220,7860,148150,8490,15720,,1440,620,26270,1280,9610,,870,,1750,2620,13510,600,4280,0,4880,,,,,210,930,590,1730,,,,,,550,4080,,580,770,5980,,,,,330,420,970,920,2310,20,740,,,250,3890,,4900,,,,600,,,,,,,,,,,,,n/a,,,,,447710
2001|TAC,31724,12841,,23996,,18619,2235,89415,6460,,,95875,18300,30250,3560,52110,2010,5410,,2060,3360,,,5420,12840,4500,12950,,790,1160,19400,280,2710,,1240,1070,5300,,,,,1230,5660,,1540,1010,9440,8000,25000,,2500,2500,38000,2000,5000,,1440,620,9060,1280,9610,,870,,1750,2620,13510,600,4280,0,4880,,,,,210,930,590,1730,,,,,,550,4080,,580,770,5980,,,,,330,420,970,920,2310,20,740,,,150,100,,1010,,,,600,,,,,,,,,,,,,13619,,,,,285994
2000|OFL,n/a,n/a,,n/a,,n/a,n/a,130760,8610,,,139370,n/a,n/a,n/a,102000,n/a,n/a,,n/a,n/a,,,n/a,16660,n/a,n/a,,n/a,n/a,45330,n/a,n/a,,n/a,n/a,6980,,,,,n/a,n/a,,n/a,n/a,12300,n/a,n/a,,n/a,n/a,173910,n/a,n/a,,n/a,n/a,34210,1460,10930,,n/a,,n/a,3000,15390,n/a,n/a,n/a,7510,,,,,n/a,n/a,n/a,2510,,,,,,n/a,n/a,,n/a,n/a,9040,,,,,420,n/a,n/a,n/a,2820,n/a,n/a,,,n/a,n/a,,6390,,,,6200,,,,,,,,,,,,,n/a,,,,,581040
2000|ABC,32340,13372,,24501,,20987,2340,93540,6460,,,100000,27500,43550,5350,76400,1840,5730,,2207,3553,,,5760,13330,19510,16400,,790,1160,37860,280,2710,,1240,1070,5300,,,,,1230,5660,,1540,1010,9440,16160,97710,,23770,7720,145360,8490,15720,,1440,620,26270,1240,9240,,840,,1700,2540,13020,630,4490,0,5120,,,,,210,930,590,1730,,,,,,550,4080,,580,770,5980,,,,,340,430,990,940,2360,20,740,,,250,3890,,4900,,,,600,,,,,,,,,,,,,n/a,,,,,448010
2000|TAC,32340,13372,,24501,,20987,2340,93540,6460,,,100000,20625,34080,4010,58715,1840,5730,,2207,3553,,,5760,13330,4500,12950,,790,1160,19400,280,2710,,1240,1070,5300,,,,,1230,5660,,1540,1010,9440,5000,25000,,2500,2500,35000,2000,5000,,1440,620,9060,1240,9240,,840,,1700,2540,13020,630,4490,0,5120,,,,,210,930,590,1730,,,,,,550,4080,,580,770,5980,,,,,340,430,990,940,2360,20,740,,,250,3890,,4900,,,,600,,,,,,,,,,,,,14215,,,,,298510
1999|OFL,n/a,n/a,,n/a,134100,,n/a,,n/a,12300,,146400,n/a,n/a,n/a,134000,n/a,n/a,,n/a,n/a,,,n/a,19720,n/a,n/a,,n/a,n/a,59540,n/a,n/a,,n/a,n/a,8070,,,,,n/a,n/a,,n/a,n/a,11920,n/a,n/a,,n/a,n/a,308880,n/a,n/a,,n/a,n/a,34010,2610,9520,,n/a,,n/a,6360,18490,n/a,n/a,n/a,9420,,,,,n/a,n/a,n/a,2740,,,,,,n/a,n/a,,n/a,n/a,8190,,,,,950,n/a,n/a,n/a,2800,n/a,n/a,,,n/a,n/a,,7560,,,,6200,,,,,,,,,,,,,n/a,,,,,778890
1999|ABC,23120,38840,,30520,92480,,n/a,,n/a,8440,,100920,29540,53170,1690,84400,1820,5590,,n/a,n/a,,,5290,12700,22570,19260,,250,1070,43150,240,2740,,1720,1350,6050,,,,,1190,5490,,850,1620,9150,34400,155930,,13260,13520,217110,8440,15630,,1270,770,26110,1850,6760,,820,,3690,4510,13120,840,4150,0,4990,,,,,160,970,460,1590,,,,,,530,3370,,740,240,4880,,,,,560,260,700,1030,1990,20,650,,,470,4130,,5270,,,,600,,,,,,,,,,,,,n/a,,,,,532590
1999|TAC,23120,38840,,30520,92480,,2110,,6330,8440,,100920,23630,42935,1270,67835,1820,5590,,2090,3200,,,5290,12700,4500,12950,,250,1070,18770,240,2740,,1720,1350,6050,,,,,1190,5490,,850,1620,9150,5000,25000,,2500,2500,35000,2000,5000,,1270,770,9040,1850,6760,,820,,3160,3980,12590,840,4150,0,4990,,,,,160,970,460,1590,,,,,,530,3370,,740,240,4880,,,,,560,260,700,1030,1990,20,650,,,470,4130,,5270,,,,600,,,,,,,,,,,,,14600,,,,,306535
1998|OFL,n/a,n/a,,n/a,170500,,,,,,15600,186100,n/a,n/a,n/a,141000,n/a,n/a,n/a,n/a,n/a,,,,23450,n/a,n/a,n/a,,,59540,n/a,n/a,n/a,,,9440,,,,,n/a,n/a,n/a,,,11920,n/a,n/a,n/a,,,295970,n/a,n/a,n/a,,,34010,2550,9320,6220,,,,,18090,n/a,n/a,n/a,9420,,,,,n/a,n/a,n/a,2740,,,,,,n/a,n/a,n/a,,,8040,,,,,950,n/a,n/a,n/a,2840,n/a,n/a,,n/a,,,,7560,,,,6200,,,,,,,,,,,,,n/a,,,,,817270
1998|ABC,29790,50045,,39315,119150,,,,,,10850,130000,27260,49080,1560,77900,1840,6320,5960,n/a,n/a,,,,14120,22570,19260,1320,,,43150,340,3690,3140,,,7170,,,,,1190,5490,2470,,,9150,33010,149640,25690,,,208340,8440,15630,2040,,,26110,1810,6600,4410,,,,,12820,840,4150,10,5000,,,,,160,970,460,1590,,,,,,620,3260,1000,,,4880,,,,,560,250,710,1040,2000,20,650,,4590,,,,5260,,,,600,,,,,,,,,,,,,n/a,,,,,548650
1998|TAC,29790,50045,,39315,119150,,,,,,5580,124730,23170,41720,1170,66060,1840,6320,298,2175,3487,,,,14120,4500,12950,1180,,,18630,340,3690,3140,,,7170,,,,,1190,5490,2470,,,9150,5000,25000,5000,,,35000,2000,5000,2040,,,9040,1810,6600,2366,,,,,10776,840,4150,10,5000,,,,,160,970,460,1590,,,,,,620,3260,1000,,,4880,,,,,560,250,710,1040,2000,20,650,,1500,,,,2170,,,,600,,,,,,,,,,,,,15570,,,,,327046
1997|OFL,n/a,n/a,,n/a,103500,,,,,,7770,111270,n/a,n/a,n/a,180000,n/a,n/a,,n/a,n/a,,,,39950,n/a,n/a,n/a,,,59540,n/a,n/a,n/a,,,9440,,,,,n/a,n/a,n/a,,,11920,n/a,n/a,n/a,,,280800,n/a,n/a,n/a,,,34010,2790,10180,6790,,,,,19760,n/a,n/a,n/a,9420,,,,,n/a,n/a,n/a,2740,,,,,,n/a,n/a,n/a,,,8400,,,,,1450,,,,2400,n/a,n/a,,n/a,,,,7560,,,,6200,,,,,,,,,,,,,n/a,,,,,784860
1997|ABC,18600,31250,,24550,74400,,,,,,5580,79980,28500,51400,1600,81500,1860,6410,,2410,3840,,,,14520,22570,19260,1320,,,43150,340,3690,3140,,,7170,,,,,1190,5490,2470,,,9150,31340,142100,24400,,,197840,8440,15630,2040,,,26110,1840,6690,4460,,,,,12990,840,4150,10,5000,,,,,160,970,460,1590,,,,,,570,3580,990,,,5140,,,,,950,,,,1700,20,650,,4590,,,,5260,,,,1000,,,,,,,,,,,,,n/a,,,,,493050
